itemTableID,questionID,description,Image URL
7140,2003-8M6 #15,Reason about quadrilaterals,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=3315b48a-3956-44a0-9fbe-f05caee8161c
7142,2003-8M6 #17,Solve a word problem with simple fractions,
7144,2003-8M6 #19,Use proportional reasoning to find the distance between two towns along a line,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=c21c40fb-6ad1-48be-8527-f7eac1d28346
7145,2003-8M6 #20,Solve an inequality,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=60a3f688-6c5b-4dde-86d5-5616e9a55469
7147,2003-8M6 #22,Identify measurement within tolerance,
7148,2003-8M6 #23,"Recognize the meaning of ""isosceles""",
7151,2003-8M6 #26,Apply properties of square on coordinate plane,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=08e0ffc4-dd89-4f01-8aa2-6ebfb02d6dd1
7153,2003-8M6 #28,Find a median,
10219,2003-8M7 #1,Identify number of feet in 15 miles (calculator available),
10220,2003-8M7 #2,Solve a money word problem (calculator available),
10221,2003-8M7 #3,Find the measure of an angle in a triangle (calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=7b057501-2220-4d3b-9ef7-a7b5fba31e4a
10223,2003-8M7 #5,Relate a numerical expression to area of a rectangle (calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=f7d6a1fb-8a01-49d2-a9d3-6ad511003b58
10226,2003-8M7 #8,Identify price increases on a line graph (calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=2a9e8abc-45cc-4035-af6a-c83fae15da34
10227,2003-8M7 #9,Solve problem using multiplication and division (calculator available),
10228,2003-8M7 #10,Identify properties of parallelograms (calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=bcbdde23-fe92-4774-9e8b-a0014f762a93
10229,2003-8M7 #11,Identify a counterexample for a statement about even and odd numbers (calculator available),
10230,2003-8M7 #12,Determine which term in a pattern of fractions will have a specified decimal value (calculator available),
10232,2003-8M7 #14,Use pie chart and percent (calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=9295c42b-2441-4a5a-b8fc-fbb2f988e482
10234,2003-8M7 #16,Identify decimal for scientific notation (calculator available),
10235,2003-8M7 #17,Represent the mean of three distances  algebraically (calculator available),
10236,2003-8M7 #18,Solve an equation in terms of a variable (calculator available),
7109,2003-8M10 #3,Identify the value of a variable that satisfies a given condition,
7110,2003-8M10 #4,Interpret data in a pictogram,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=6a26eb6a-4d7d-483e-b037-687c1893eaeb
7115,2003-8M10 #9,Find angle measure in a triangle,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=9e53b2bf-c50c-4aa2-8151-2d4d1259000d
7116,2003-8M10 #10,Identify equivalent ratio,
7117,2003-8M10 #11,Identify property of graph of a line,
7118,2003-8M10 #12,Compute using order of operations,
7120,2003-8M10 #14,Estimate length of one object using another,
7123,2003-8M10 #17,Represent even number algebraically,
7124,2003-8M10 #18,Reason using information about relative position along a line,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=63cef765-814f-4011-b722-ecc44f96cc9d
6554,1996-4M9 #3,Write an Expression Using N,
6555,1996-4M9 #4,Use Data from a Pictograph,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=aa028555-d6f8-47e3-9aed-127ef355dab0
6557,1996-4M9 #6,Count Cubes in Solid,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=8dd03cdd-8052-4dd7-b0bc-4776fd10ba52
6559,1996-4M9 #8,Relate Perimeter to Side Length,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=94d0682e-f4e0-4046-943b-29e3ae0abcb4
6560,1996-4M9 #9,Determine a Probability,
6543,1996-4M12 #1,Use Subtraction in Problem (Calculator available),
6544,1996-4M12 #2,Identify Multiple of 5 (Calculator available),
6545,1996-4M12 #3,Identify Solution for Problem (Calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=1310d8ca-4b5a-42c9-904c-c3c8b7976860
6546,1996-4M12 #4,Read Bar Graph (Calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=9fbcf953-ef09-4550-abca-9b1db47763b5
6548,1996-4M12 #6,Solve a Division Problem (Calculator available),
6579,1996-8M3 #1,Round to Thousands Place,
6580,1996-8M3 #2,Write Fraction That Represents Shaded Region,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=0e635f02-701c-45c6-8527-e4475957d6b5
6581,1996-8M3 #3,Multiply Two Negative Integers,
6583,1996-8M3 #5,Find Amount of Restaurant Tip,
6584,1996-8M3 #6,Identify Representative Sample,
6585,1996-8M3 #7,Read Dials on a Meter,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=36385d76-18fd-4860-baa9-d01644d52ff7
6586,1996-8M3 #8,"Find (x,y) Solution of Linear Equation",
6587,1996-8M3 #9,"Find (x,y) Solution of Linear Equation",
6570,1996-8M12 #1,Use Division and Subtraction (Calculator available),
6572,1996-8M12 #3,Recognize Best Unit of Measurement (Calculator available),
6573,1996-8M12 #4,Apply Numerical Reasoning (Calculator available),
6576,1996-8M12 #7,Use Conversion Units of Length (Calculator available),
6512,1996-12M10 #6,Solve Pair of Equations,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=8ccb7a28-0618-4a93-bd00-0a7939d74a02
6514,1996-12M10 #8,Use Trigonometric Identity,
6515,1996-12M10 #9,Identify Graph of Function,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=350873f5-b8a8-4a25-9728-8e39ddfea93d
6519,1996-12M12 #3,Recognize Best Unit of Measurement,
6520,1996-12M12 #4,Apply Numerical Reasoning,
6523,1996-12M12 #7,Divide Very Large Numbers,
6527,1996-12M13 #1,Read Temperature vs Time Graph,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=6dd3fe98-737d-4829-be1a-f8cf07f304da
6529,1996-12M13 #3,Solve a Rate vs Time Problem,
6531,1996-12M13 #5,Recognize Superfluous Information,
6409,1992-4M5 #1,Find the Cost of a Necklace ,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=90763438-d46e-4eec-920f-937f0530a791
6411,1992-4M5 #3,Find the Next Figure in a Pattern,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=2258f19f-653a-42fc-82ab-f818f971f0a2
6413,1992-4M5 #5,Servings of Hamburgers,
6414,1992-4M5 #6,Total Number of Newspapers Delivered,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=0084354e-aadc-478a-8dd7-ae118aeb9b35
6416,1992-4M5 #8,Find the Heaviest Object,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=8449dabe-2abc-4da5-b80d-529b688b8338
6417,1992-4M5 #9,Using Estimation,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=62714bea-1aa5-4c3f-8590-2a590cb674b1
6420,1992-4M5 #12,Find the Difference When Replacing a Digit,
6421,1992-4M5 #13,Find the Number of Pages Needed in a Photo Album,
6422,1992-4M5 #14,Flattened Cube,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=92ac767c-97b6-44c6-ba3b-a5085ab36503
6423,1992-4M5 #15,Find Puppy's Weight at a Certain Age,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=e5c1d148-a4d2-4751-be55-cb3a12f142ca
6424,1992-4M5 #16,Probability of What Color Marble Being Drawn,
6425,1992-4M5 #17,Find Area of a Carpet,
6426,1992-4M7 #1,Subtract 3-Digit Whole Numbers,
6428,1992-4M7 #3,Reason from Bar Graph,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=91b1484e-7ff2-4de3-9d6e-d5f22b4ba4ec
6430,1992-4M7 #5,Identify Numeral from Words,
6431,1992-4M7 #6,Solve Word Problem Using Multiplication,
6433,1992-4M7 #8,Apply Pattern Recognition,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=31d2c1b0-ffb1-4f5e-ad12-bf28b8e71683
6376,1992-4M12 #2,Round to Nearest Thousand (Calculator available),
6377,1992-4M12 #3,Solve Word Problem Using Division (Calculator available),
6380,1992-4M12 #6,Apply Concept of Parallel Lines (Calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=d55cae2f-8be8-4934-a865-58f1235e1249
6382,1992-4M12 #8,Interpret a Table (Calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=75b6afb9-aa8d-4da2-8ac2-497cb39cb531
7259,1992-4M14 #2,Find the Perimeter of a Rectangle (Calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=4586d27c-15b7-4266-9816-7ad8fadcda31
7263,1992-4M14 #6,Select Correct Conclusion Based on Given Info. (Calculator available),
7264,1992-4M14 #7,Identify Rule Used to Complete Given Table (Calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=00bafff9-c4f8-473f-9b95-e60a1248ddda
7266,1992-4M14 #9,Solve a Multistep Word Problem (Calculator available),
6398,1992-4M15 #1,Estimate Time,
6400,1992-4M15 #3,Translate Words Into Numbers,
6401,1992-4M15 #4,Read Scale,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=da955885-9102-4fa3-ab45-3dfedef8ff09
6402,1992-4M15 #5,Select Reasonable Unit of Measure,
6403,1992-4M15 #6,Solve a Word Problem,
6472,1992-8M5 #1,Find the Cost of a Necklace,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=61f3bc31-699b-4f73-8066-62d239459913
6474,1992-8M5 #3,Find the Next Figure in a Pattern,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=38467087-b365-4cb5-a5a1-2324b77ac6cf
6476,1992-8M5 #5,Servings of Hamburgers,
6477,1992-8M5 #6,Total Number of Newspapers Delivered,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=a797b02b-7e14-46b5-8447-c08c908e4f31
6479,1992-8M5 #8,Find the Heaviest Object,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=b005e278-fc97-485c-9768-308fe1b73131
6480,1992-8M5 #9,Using Estimation,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=413328f9-41f4-4f50-b106-a3eafd3fea2d
6483,1992-8M5 #12,Find the Difference When Replacing a Digit,
6484,1992-8M5 #13,Find the Number of Pages Needed in a Photo Album,
6486,1992-8M5 #15,Find Puppy's Weight at a Certain Age,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=4bc1d214-ee2b-4345-aa9e-4ce884d7f284
6487,1992-8M5 #16,Probability of What Color Marble Being Drawn,
6488,1992-8M5 #17,Find Area of a Carpet,
6489,1992-8M5 #18,How Many Defective Batteries in a Sample of Batteries,
6492,1992-8M5 #21,Convert Decimal to Fraction,
6493,1992-8M7 #1,Subtract 3-Digit Whole Numbers,
6495,1992-8M7 #3,Reason From Bar Graph,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=e9e0123c-c854-4256-a10c-de5484a460ff
6497,1992-8M7 #5,Identify Numeral From Words,
6498,1992-8M7 #6,Solve Word Problem Using Multiplication,
6500,1992-8M7 #8,Apply Pattern Recognition,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=867434b6-b404-4e6d-8713-f1c27c51e8fd
6436,1992-8M12 #1,Understand Concept of Variable (Calculator available),
6437,1992-8M12 #2,Extend a Given Pattern (Calculator available),
6438,1992-8M12 #3,Apply Concept of Minimum (Calculator available),
6439,1992-8M12 #4,Estimate Using a Circle Graph (Calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=ae38da82-8386-4641-9261-2ea44ceb3c04
6440,1992-8M12 #5,Find Cost Using Percent (Calculator available),
6443,1992-8M12 #8,Find Intersection in Rectangle (Calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=42e39656-b8ab-4ced-8b99-1314f8c55de3
6445,1992-8M14 #1,Identify the Common Multiple of Two Numbers (Calculator available),
6448,1992-8M14 #4,Evaluate Expression Using Order of Operations (Calculator available),
6449,1992-8M14 #5,Find Area Between Circle and Square (Calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=acdffbd8-3dc5-4c07-a94a-2184854118a2
6451,1992-8M14 #7,Find Measure of a Bisected Angle (Calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=5081b4b3-c6f4-4d45-b072-e436f0543e5c
6452,1992-8M14 #8,Find Area of Rectangular Room (Calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=e70709c4-797d-40f5-8b61-78b04d52804b
7268,1992-8M15 #1,Estimate Time,
7270,1992-8M15 #3,Translate Words into Numbers,
7271,1992-8M15 #4,Read Scale,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=34a74d55-d799-4c04-9bf7-a589cab923a7
7272,1992-8M15 #5,Select Reasonable Unit of Measure,
7273,1992-8M15 #6,Solve a Word Problem,
7277,1992-8M15 #10,Understand Place Value,
7278,1992-8M15 #11,Reason to Find Area of Square,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=7f3b462e-38b4-4c77-98a6-daa60d932676
7280,1992-8M15 #13,Complete Pattern in a Table,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=17c4529e-35ee-4c87-b543-914143bc7fa6
7281,1992-8M15 #14,Find Perimeter of Polygon,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=1208bc7a-abe3-4377-af68-ca1d21f07f95
7282,1992-8M15 #15,Formulate Logical Conclusion,
7283,1992-8M15 #16,Show Understanding of Circle,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=06d3249d-5543-4df3-af94-f9d8355d98a2
6341,1992-12M5 #1,Find the Cost of a Necklace,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=9984441f-b923-4bd3-ab11-af0ca2b069e5
6345,1992-12M5 #5,Identify Wrong Information About a Rectangle,
6346,1992-12M5 #6,Solve a Scientific Notation Problem,
6347,1992-12M5 #7,Determine Number of Pints in 10 Gallons,
6348,1992-12M5 #8,Find the Slope of the Line,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=cc64ef4a-7496-46f0-a881-86e6a6333255
6349,1992-12M5 #9,Find the Range of a Set of Numbers,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=f2858555-5bff-45cd-8c58-3c866c470b9e
6350,1992-12M5 #10,Estimate the Height of a Door,
6352,1992-12M5 #12,Find the Volume of a Right Circular Cylinder,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=95d54f27-17c0-42e0-8dfd-eb8fa30120c4
6353,1992-12M5 #13,Pool With a Leak ,
6354,1992-12M5 #14,Solve an Equation Using Substitution,
6355,1992-12M5 #15,Solve a Multistep Bacteria Problem,
6356,1992-12M5 #16,Find the Length of a Segment in a Triangle,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=ccc1e7d6-37ee-4522-a7c0-42cfdf2901cd
6358,1992-12M5 #18,How Many Defective Batteries in a Sample of Batteries,
6360,1992-12M5 #20,Solve a Function Using Substitution,
6362,1992-12M7 #2,Select Situation to Fit Graph,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=f82f6001-2ffe-4764-b327-d2a6adfe98ef
6365,1992-12M7 #5,Solve for Volume of a Box,
6366,1992-12M7 #6,Solve Exponential Equation,
6367,1992-12M7 #7,Find Distance Between 2 Points,
6368,1992-12M7 #8,Find Sum of Least Values That Make Equality True,
6311,1992-12M12 #1,Understand Concept of Variable,
6312,1992-12M12 #2,Extend a Given Pattern,
6313,1992-12M12 #3,Apply Concept of Minimum,
6314,1992-12M12 #4,Estimate Using a Circle Graph,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=b8a3a2c9-048c-4173-ba71-ba35cf15ba40
6315,1992-12M12 #5,Find Cost Using Percent,
6320,1992-12M14 #1,Identify the Common Multiple of Two Numbers,
6323,1992-12M14 #4,Evaluate Expression Using Order of Operations,
6324,1992-12M14 #5,Find Area Between Circle and Square,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=b7d293f1-3e10-4377-883c-f91346ddd905
6326,1992-12M14 #7,Find Measure of a Bisected Angle,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=f93ccbdf-ff1f-4751-930d-0649f285f33f
6327,1992-12M14 #8,Find Area of Rectangular Room,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=cadeb985-e876-43e4-8bbd-cc244e62a007
6331,1992-12M15 #2,Find Radius of Inscribed Circle,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=75da5f7d-4382-4c39-88f0-8990de41c136
6334,1992-12M15 #5,Express Ratio in Word Problem,
6336,1992-12M15 #7,Understand Statistical Measure,
6337,1992-12M15 #8,Identify Graph of a Function,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=135f69e8-92b0-4358-af5c-5c566f8eca0c
6338,1992-12M15 #9,Compare Volume of 3 Cylinders,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=211081d0-cd3e-4f8a-a48e-b6503c7c5899
6339,1992-12M15 #10,Express Trigonometric Function,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=0ce16534-fc80-4d8b-a25b-d478469cd180
7240,1990-4M7 #2,Sales For One Month,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=06bad8c8-93b9-438b-9ed6-9a1e37c1e532
7241,1990-4M7 #3,Distance Walked in One Hour,
7242,1990-4M7 #4,Stickers Drawn From a Box,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=6c6e12d5-f1fa-4e83-94d9-70cb398eda6f
7243,1990-4M7 #5,Find the Weight of Oranges in the Picture,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=153c7b62-6665-439a-8d1d-66d5752737d5
7244,1990-4M7 #6,Greatest Distance on a Number Line,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=3bc8894e-b7bb-45c2-a083-b86c4e78fd5d
7247,1990-4M7 #9,Which Has the Same Shape as a Cylinder,
7248,1990-4M7 #10,Find Total Cost of 5 Dozen Eggs,
7249,1990-4M7 #11,Replacing a Digit Would Change the Value of a Number by How Much,
7250,1990-4M7 #12,Find an Even Number,
7251,1990-4M7 #13,Labels Needed For Gym Equipment,
7253,1990-4M7 #15,Why One Fraction is Greater Than Another,
7254,1990-4M7 #16,Find the Number of Rows of Plants,
7255,1990-4M7 #17,Find the Number That Gives an Answer Greater Than 400,
7256,1990-4M7 #18,Find the Decimal That Represents the Shaded Part of the Figure,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=17e3a386-bf1d-4a2e-a660-19a382475d57
6258,1990-4M9 #2,Identify the True Statement (Calculator available),
6259,1990-4M9 #3,Identify the Shape That Comes Next in a Pattern (Calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=b05caa37-cc11-48dc-8c76-83df4f8984f6
6261,1990-4M9 #5,Find the Right Calculator Screen in an Addition Problem (Calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=4b78db5d-9faf-4abc-a7b3-58e8f4209184
6262,1990-4M9 #6,Find the Result When You Add Two Numbers and Then Divide by 3 (Calculator available),
6264,1990-4M9 #8,How Much Pizza is Left (Calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=a11a0061-5a26-4ef5-8b1a-687a42c1605f
6265,1990-4M9 #9,Number of Passengers on a Plane (Calculator available),
6267,1990-4M9 #11,Difference Between Numbers When Adding the Same Number to Each Number (Calculator available),
6269,1990-4M9 #13,Divide Two Numbers (Calculator available),https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=524bc131-5081-42c2-a7dd-7280abd44934
6273,1990-8M7 #1,Convert Minutes to Hours,
6274,1990-8M7 #2,Solve a Proportion Problem,
6275,1990-8M7 #3,A Straight Line That Cannot be Drawn on a Certain Surface,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=96c3a9fc-555a-499d-a75e-22f866c51bc2
6277,1990-8M7 #5,Find the Weight of Tomatoes,
6278,1990-8M7 #6,Illustrating an Equation,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=33800f10-6077-4c0d-b277-789673f423d2
6279,1990-8M7 #7,Solve an Inequality,
6280,1990-8M7 #8,Find Probability of Drawing an Even Chip,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=e44c1e08-4714-43b0-aac4-ae4e1fa1a90f
6281,1990-8M7 #9,What Does Measurement of a Box Represent,
6283,1990-8M7 #11,Find the Distance Between Midpoints,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=17252fc0-4e45-4916-a94c-049272c0a553
6284,1990-8M7 #12,"Given the Least Common Multiple, Find the Third Number",
6285,1990-8M7 #13,Find the Diagonal Measurement of a TV Screen,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=82e3f57f-398f-4067-be5f-9fadf4422da4
6286,1990-8M7 #14,Find Perpendicular Line Segments in a Figure,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=a1671a94-f14d-4712-9dc3-b861dfc7359d
6287,1990-8M7 #15,"Write an Expression to Represent ""Width""",
6288,1990-8M7 #16,"Given a Pattern, Find the Number of Dots in the 100<sup>th</sup> Figure",https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=06ea2030-9841-4db2-98ff-c3effaca0e65
6290,1990-8M7 #18,Find the Probability of Selecting a Boy From 26 Students,
6291,1990-8M9 #1,Solve a Problem Involving Parentheses (Calculator available),
6292,1990-8M9 #2,Find the value of <em>n</em> (Calculator available),
6295,1990-8M9 #5,Which Figure Has Two Circular Bases,
6296,1990-8M9 #6,Find the Number in the Box,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=c1c89879-6e65-44c6-afc6-03ec00ffb8cb
6297,1990-8M9 #7,"Using a Scale, Find the Height in Inches of a House ",
6298,1990-8M9 #8,Which Rule Makes the Ordered Pairs True,
6301,1990-8M9 #11,"Find the Total Cost of 3 Items, Including Tax ",
6303,1990-8M9 #13,Find the Cost of Less Than a Pound of Meat,
6304,1990-8M9 #14,Find the Ratio of the Length of a Side of an Equilateral Triangle to its Perimeter,
6308,1990-8M9 #18,Find the Percent of Increase,
6310,1990-8M9 #20,Solve a Proportion,
7987,1990-12M7 #1,Convert Minutes to Hours,
7988,1990-12M7 #2,Solve a Proportion Problem,
7989,1990-12M7 #3,A Straight Line That Cannot be Drawn on a Certain Surface,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=f862cd09-df1a-4644-a93b-ded56d9e8057
7990,1990-12M7 #4,How Much Liquid Has Been Let Out of a Tube,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=b806ee61-a50d-4791-9a25-6bc7fc53d2df
7991,1990-12M7 #5,Find the Weight of Tomatoes,
7992,1990-12M7 #6,Illustrating an Equation,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=cb214731-24d0-4908-b70d-e70829e40295
7993,1990-12M7 #7,Solve an Inequality,
7994,1990-12M7 #8,Find the Probability of Drawing an Even Chip,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=454ed929-1864-40d4-8e10-0734a302c8b5
7995,1990-12M7 #9,What Does Measurement of a Box Represent,
7998,1990-12M7 #12,"Given the Least Common Multiple, Find the Third Number",
7999,1990-12M7 #13,Find the Diagonal Measurement of a TV Screen,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=f8623ba5-8040-40f8-8f12-bfa26af88ab5
8000,1990-12M7 #14,Find Perpendicular Line Segments in a Figure,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=2fc43d67-9934-42a7-b31a-e85e5a5662a8
8001,1990-12M7 #15,"Write an Expression to Represent ""Width""",
8002,1990-12M7 #16,"Given a Pattern, Find the Number of Dots in the 100<sup>th</sup> Figure",https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=150f1e82-4e30-4593-ae2d-f8752ef1c3eb
8004,1990-12M7 #18,"Given a Graph, Find the Value",https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=6318c053-d217-4616-8291-973cf5fdae75
8005,1990-12M7 #19,"Given a Graph, Find the Value",https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=6318c053-d217-4616-8291-973cf5fdae75
6219,1990-12M9 #1,Find 2/3 of a Number,
6220,1990-12M9 #2,Find the Dividend,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=c9cfae1b-d52a-4d1c-a78c-296eff639bed
6221,1990-12M9 #3,Find the Value of a Displayed Number,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=213715c7-be0e-4235-8da5-6b189f053242
6222,1990-12M9 #4,Saving on Pencils Purchased by the Pack Vs Individually,
6223,1990-12M9 #5,"Given the Diameter, Find the Radius",
6225,1990-12M9 #7,Find the Number of Arrangements Possible,
6226,1990-12M9 #8,Cut a Circle From a Square,
6228,1990-12M9 #10,Find the Percent,
6230,1990-12M9 #12,Substitute Values in a Formula to Get an Answer,
6231,1990-12M9 #13,Cost to Mail a Package,
6232,1990-12M9 #14,Approximate Sum of the Lengths of the 3 Arcs ,https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=5d8e9fbc-85f0-44e8-9fd7-9c82d4f84a8c
6233,1990-12M9 #15,Amount in Savings Account After 6 Months,
6234,1990-12M9 #16,Find Number of Integers Between 2 Square Roots,
6238,1990-12M9 #20,"Use a Given Sequence, Find the Value of a Number ",https://www.nationsreportcard.gov/nqt/api/QueryResults/GetItemResource?TableID=c4d2853f-3fa7-40c3-8557-d476af0e69e7
